AuthorId,ConfirmedPaperIds,DeletedPaperIds
34032,24800 43024 81830 90109 100414 104744 115193 132750 181252 199142 242422 264536 280153 290518 293616 307873 324787 329129 350791 352060 367904 371064 403226 486325 487363 489199 513326 516903 535276 536040 552395 554797 623592 715439 751124 764960 792896 865069 866538 887906 896206 900541 908086 938892 953818 956825 966139 968127 969277 984423 1001390 1026099 1035939 1048354 1049376 1059110 1067309 1077421 1121262 1122859 1124076 1157709 1177640 1178778 1180330 1182040 1220371 1240897 1252363 1253733 1257510 1276702 1291006 1297619 1303637 1338625 1375860 1448259 1490452 1497435 1533989 1549016 1549430 1563913 1601550 1608475 1614138 1652239 1661164 1714224 1716128 1719542 1725384 1766157 1794179 1813331 1813549 1828045 1836276 1931445 1931932 1939778 1945146 1961908 1997656 2042800 2052629 2063500 2073585 2092229 2110242 2115397 2127357 2135850 2161950 2170586 2181925 2191808 2207877 2210241 2217372 2220505 2223829 2225066,65269 109136 167067 262429 421095 954465 1282772 1378083 1382870 1443578 1482255 1585000 1588824 1607850 2244220
34439,2120603,249733 2120603
36351,669805 1813585 2051108,1999491
37361,9131 88015 187929 188266 200531 358674 361920 371402 378617 454650 489944 494295 523926 558036 560809 590543 604704 629073 641505 648398 651793 656295 667357 667733 679981 832900 934385 941531 951868 953406 958778 975211 1014052 1044405 1057574 1059503 1064254 1097258 1117413 1146308 1156981 1167745 1169195 1190587 1253917 1301815 1357242 1375644 1430931 1468710 1472478 1547789 1562497 1634856 1680303 1739036 1770549 1846016 1925960 1943994 1960994 1968892 1987525 1991521 2026026 2059529 2062794 2077741 2114186 2117427 2145378 2157738 2158709 2202008 2224181 2233002 2239041,9131 10144 13526 21734 31565 39432 42345 51629 61688 65081 67503 77576 105179 127378 138049 141161 162042 180444 187929 200531 236118 237274 258839 271775 294501 295992 305196 311100 315104 323828 347753 352600 358674 361920 368214 371402 374959 389913 400548 419241 427634 429569 447570 456062 484567 489944 494295 505848 523926 531520 540696 558036 558209 560809 562850 582574 584657 596201 601929 641505 642230 648398 650550 651793 656295 663018 664886 679981 682540 706034 710641 712013 737935 740710 744430 768322 784088 799486 809803 858782 861842 871390 899791 934385 940021 941531 942615 943964 951868 952578 954675 958778 959131 962857 964222 975211 994683 996935 1001047 1014052 1030942 1034198 1039622 1042343 1044405 1048858 1055558 1056088 1057574 1059503 1064254 1094638 1096716 1097258 1111669 1120368 1125625 1146308 1150939 1159512 1167745 1170913 1178842 1180424 1194736 1200095 1204479 1220982 1230956 1233401 1247412 1287700 1296270 1301815 1307274 1308495 1319371 1347571 1363209 1375023 1375644 1383308 1386960 1396020 1398229 1418284 1420404 1425719 1429605 1455888 1456380 1472478 1502584 1509942 1527890 1536909 1542617 1547789 1570666 1576333 1593132 1600790 1603207 1608830 1610905 1611359 1621022 1622973 1625729 1632420 1634856 1646229 1675326 1676729 1680303 1683499 1687234 1696440 1720142 1721209 1739305 1753858 1762777 1768659 1770549 1807068 1810039 1822675 1822678 1836381 1857891 1859023 1863634 1876631 1891298 1901608 1923346 1925960 1926081 1939982 1943994 1953254 1964772 1968892 1970125 1986620 1987429 1987525 1991131 1991521 2005984 2059529 2062794 2101041 2117427 2131583 2145378 2148101 2148893 2157738 2168456 2189217 2192012 2199669 2201662 2202008 2224181 2233002 2239041 2250854 2251595 2251937
37391,389026 525703 651970 676431 800855 876650 895746 1125283 1359227 1460391 1780353,373697 1104705
37446,13991 35092 207314 259990 309273 438894 454803 496469 623184 650257 766247 800619 815010 822921 841077 874417 922465 952877 995937 1024282 1098180 1213791 1242356 1279910 1327837 1328832 1355892 1458159 1548911 1641153 1768124 1805337 1922225 1928070 1957703 1960577 1974579 2034142 2049771 2115142 2134265 2141177,453761 514467 715043 776188 787804 900413 2002068
37816,269436 382262 464019 482411 586835 655410 682939 696946 712026 713670 858535 876131 924348 935381 1052580 1097432 1137870 1326161 1384576 1387182 1438984 1470974 1536435 1553413 1559113 1604357 1620903 1637786 1641720 1647462 1711044 1775300 1784923 1846225 1870119 2064931 2182856 2232373,49906 539063 576888 783596 1005455 1026048 1080728 1238681 1321204 1344935 1437297 1591844 1609214 1890945 2104027 2223799
37938,38173 39879 40707 44406 55786 71599 86154 88534 97715 109134 116438 142995 144890 153399 153647 161575 163613 163613 163613 172388 191996 209450 215629 224297 252276 253249 260396 308263 339804 362599 389836 394373 411126 430124 441281 456461 473865 475624 499996 510359 528597 541295 599837 604009 643495 664742 691725 716238 729321 777020 801238 804625 807867 819070 858413 876699 878284 889273 904078 908867 921389 927076 928351 963779 964342 969978 999802 1000640 1005769 1042282 1042530 1076706 1089178 1089192 1100619 1103775 1119775 1151480 1153559 1160521 1166513 1170387 1192957 1208317 1223037 1229098 1263695 1269020 1277988 1304246 1314477 1326810 1333043 1362063 1362066 1391270 1404691 1434443 1437078 1480177 1482893 1501163 1504531 1506555 1507696 1507696 1507696 1507696 1551601 1554047 1569338 1571322 1571322 1576491 1579290 1585909 1601331 1630856 1633262 1661514 1666356 1671376 1691556 1697392 1719257 1723685 1726314 1755560 1773550 1776304 1776495 1784220 1784357 1842837 1890103 1894043 1896378 1908963 1927612 1934149 1958016 2005672 2016289 2037709 2071482 2109327 2109878 2111866 2122463 2129648 2134900 2161604 2180485 2185585 2195154 2202119 2227017 2239302,1507696 1571322 2239302
39485,12282 15985 29537 34819 65438 192620 194120 205098 222302 248043 260755 317378 320831 363892 543812 569275 572306 594800 605899 627666 647640 727931 730402 767982 907809 935910 975805 1006040 1090397 1141339 1155265 1161182 1187896 1190091 1213937 1214260 1260894 1368255 1455657 1455958 1590340 1631644 1642336 1661422 1701546 1734692 1763744 1788522 1814415 1818067 1826140 1829346 1879859 1900598 1952744 1972010 1982072 2042843 2058854 2097586 2103504 2163593 2193780,29537 167907 472282 634192 1059954 1335588 1343323 1620883 1701546 1705776 2058854 2076506 2126227
39495,790215,70117 108340 193217 372574 651110 711894 848422 981651 1496555 1745925 2101299
39778,31782 77607 116511 177900 254898 351603 432327 498273 508555 549302 559203 599702 672037 805341 912096 919872 1105514 1145952 1198962 1240958 1262086 1279259 1414028 1439950 1539896 1818112 1899046 1914722 1936621 2059106 2059806,2323 57030 82055 115146 169846 183182 192415 199841 208435 217486 237355 287617 298052 319858 337304 382297 391873 391879 394413 408778 451690 458467 464425 470363 545102 572835 594056 625104 630759 648658 667744 709071 734337 741657 767740 773452 776851 801062 828126 830033 838082 838367 851529 881018 885717 919570 939209 948763 951845 957237 986857 993804 1008814 1011374 1033927 1034290 1042081 1042603 1065957 1087979 1088562 1106417 1107923 1178094 1194477 1214271 1264518 1283673 1286851 1291513 1293320 1296714 1317009 1317551 1319815 1324685 1341355 1370607 1386402 1425834 1464172 1465493 1471826 1495679 1501169 1510193 1537633 1557468 1561450 1561467 1566501 1638274 1663292 1665500 1683097 1695033 1696591 1761599 1765108 1770228 1777813 1805494 1899677 1909272 1964049 1970420 1975664 1978850 1985804 1994278 2009413 2011689 2052338 2075918 2120347 2143817 2169470 2179156 2218065 2238718 2258994
39812,11561 58142 75085 86160 89735 124929 146979 201335 289483 299778 311926 321660 368211 374703 446807 624033 800266 824117 854177 866589 904480 1045658 1102686 1158022 1269296 1284267 1302814 1342909 1374438 1434075 1440544 1514564 1543065 1594615 1613623 1766273 1780458 1781294 1803000 1834759 1943260 1947554 1980225 2010294 2147674 2163416 2197061 2214174 2245270 2246137,7652 15030 29126 32449 33603 52591 53421 58736 85987 117572 119404 144857 146452 148882 205019 211781 216526 218744 249560 257056 296961 301416 327829 347667 351512 361712 376551 376611 410362 442300 455557 459917 467108 474909 552857 578821 608291 639037 645767 651589 675993 687501 690894 727061 780009 820345 851298 883518 913290 964082 980003 985576 1006334 1045690 1047699 1049929 1087166 1101400 1132957 1156132 1168443 1170460 1188896 1192180 1192963 1215989 1217129 1226060 1233945 1235477 1292860 1345683 1365135 1403189 1407724 1423963 1452937 1462982 1491801 1513375 1520689 1560768 1569023 1600574 1609441 1625431 1626612 1627546 1627862 1642646 1669445 1685184 1712700 1712757 1735980 1761252 1769537 1782403 1784484 1785775 1801419 1811511 1817387 1822254 1829936 1835265 1845451 1846045 1859744 1863752 1892866 1907456 1924140 1940370 1943468 1947934 1971748 1986957 1997334 2003883 2010453 2021589 2021622 2025542 2044133 2061632 2062443 2066034 2088545 2093560 2094103 2109573 2122112 2147098 2205346 2206055 2210281
39826,32391 36493 44447 399503 489393 539616 540262 596372 665088 712352 722070 781112 863690 898050 898682 1058680 1095532 1110120 1140630 1434709 1435034 1477984 1567687 1596933 1667046 1755355 1774652 1784644 1886536 1934349 2004843,990821
39973,201030 267652 727088 1004948 1820441 2053372,199323
40270,74595 102950 206943 228256 295008 389497 462580 512987 595377 683695 686701 755169 860515 884497 954524 1048648 1067895 1104366 1240818 1271634 1317452 1374554 1428570 1520558 1623769 1778126 1979274 1980277 2003924 2137192 2148762 2160682,1681 400261 699386 1841591 2247942
42768,68056 69229 163147 171114 199933 346130 357365 593012 593863 596898 744978 838006 840073 878777 884147 911354 957734 1062163 1094168 1252865 1289122 1358153 1375566 1440659 1528746 1651871 1691744 1840982 1967156 2034401 2122958 2182599,134851 314251 1009819 1292303 1789258 1887583
43097,31959 134580 394887 584757 743201 1239249 1327202 1349495 1545799 1705928 1707407 2213719,369267 1295988 1401941
43368,87240 1141665,57915
43622,238497 265624 287019 386287 519343 546443 561905 625933 726791 735879 826227 880594 922705 1060239 1161982 1315130 1371619 1392397 1662128 1672261 1684157 1747542 1769222 1843908 1848299 1880069 1951687 1965797 2107292 2173907 2220695,108329 197255 330410 348506 368891 655703 691703 847373 895264 902741 958213 984111 1020719 1096510 1178909 1445735 1588783 1712817 1794817 1872802 2088884 2167124 2168954 2189043 2212101 2222588 2248565
44104,47969 48361 51574 65947 72737 84797 91163 113992 179535 184243 207865 209133 257017 303715 305390 327606 341512 407145 438229 537571 542716 587997 635303 669248 692419 706655 771432 774990 784572 802211 803882 862352 886430 914666 937589 994523 999533 1005149 1040890 1058617 1105190 1107829 1149892 1176177 1187238 1234170 1287423 1306819 1317555 1330742 1339629 1416925 1471856 1537082 1562173 1586245 1659071 1677547 1710589 1739463 1759444 1787665 1791294 1801740 1836257 1838084 1864025 1888191 1892316 1894906 1903187 1931075 1956408 1964969 2027770 2044553 2052815 2109114 2143073 2155939 2161789 2192954 2247076 2247734 2250372 2255698,1486101 1976775
44500,3696 186156 310742 320017 367137 454682 646186 719075 740918 843520 871247 954369 963538 1094832 1158686 1217145 1304487 1316710 1341780 1350303 1384057 1499940 1618039 1662821 1687204 1701542 1838377 1881647 2026412 2059670 2111932,365733 711312 728267 784868 912283 1131512
44686,31122 46219 87117 283993 304239 308135 414856 442935 460232 501170 501417 546467 576766 696424 738255 995139 1033558 1073310 1147135 1309904 1311290 1425431 1451603 1536886 1656378 1728938 1884263 1906743 1946655 2194739 2218266,180945
45411,55119 112658 604349 1906532 2114508,44932 91220 181184 199373 206181 206855 233027 319091 379989 432846 531083 643607 661562 719144 750004 896203 958990 974128 1034297 1074274 1374205 1419565 1497210 1795934 1826762 1852736 1971658 2059937 2153468 2217730
45446,1177 160665 538115 599045 792153 933643 1074051 1248669 1250368 1495831 1676380 1932415 1974315 2024982,162581 324460 1492778
46288,103513 277602 395089 1172159 1236514 1554808 1694183 1740584 1818282 1818282 1966176 1966176 2101842 2146222 2196993,1945652 2109119
47052,35232 62268 240247 289491 347475 419512 477416 506120 531817 573948 578129 581624 599427 625740 626411 632633 668630 676279 704046 704344 727107 750944 797243 866577 883181 922704 961842 980381 1008029 1059923 1069826 1084137 1146687 1157752 1205052 1246036 1257415 1276729 1332595 1406655 1413444 1438757 1472087 1498165 1563421 1563788 1635919 1646457 1742011 1895461 1976685 1988089 2017267 2037969 2069226 2088676 2110862 2127330 2138985 2204311 2246981 2254108 2258309,299923 625248 665123 857645 966689 1161580 1608743 1622930 1664584 1914149 2206776
47985,10785 75357 166116 187483 190571 204956 314830 359125 434454 540969 623232 759931 866628 918694 1079289 1172482 1204100 1316393 1343942 1349224 1389351 1455664 1478914 1496396 1556075 1560533 1751566 1751786 1800217 1920640 1933792 1953112 2034901 2130995,344249 1159143 1394198 1463831 1554085 2146606
48421,162983,1130485
49074,804696 868188 1077518 1105154,35506 49892 379141 987436 992886 1317466 1388791 1722365 2019944 2175863 2189725
51301,54886 137933 141880 458294 524735 840509 958449 971909 1149281 1204301 1223577 1381089 1529433 1534081 1570592 1697897 1862706 1876921 1885380 1942526 2226634,111085 380621 1371599
51464,59280 272534 276703 279709 284919 320565 417846 459691 502494 547125 556647 558354 576096 602774 669064 692549 737143 747487 754507 756543 770998 795911 831950 838094 842244 852879 862002 868934 996013 1002610 1053577 1058587 1164531 1203469 1244551 1270114 1331904 1398465 1410335 1429634 1446650 1521671 1571654 1602611 1637018 1703072 1724341 1801006 1921750 2000347 2049058 2099664 2142097 2243314 2243920 2248383,27953 54314 93514 114784 127928 149739 177565 187126 188014 188870 190535 198538 205331 206006 212823 226632 253524 261710 280014 281227 290175 332860 345679 350690 390874 407790 411241 413754 416255 421140 434358 442572 458495 474049 497509 529389 547232 561597 586508 591371 599092 600392 604386 637992 638125 664111 684835 707101 718940 741605 741610 741805 752795 764144 775769 812191 869440 877759 886618 903686 905390 910614 952786 955166 962907 993243 995407 1010048 1035370 1044894 1050427 1068221 1078449 1118193 1125770 1126340 1126975 1131668 1144971 1145248 1178986 1190806 1201334 1207574 1281563 1281805 1282900 1295930 1299985 1311013 1321704 1332121 1336503 1346263 1362214 1369574 1384408 1385266 1393202 1412061 1427287 1444466 1451446 1496629 1516603 1523435 1528661 1537508 1538246 1543625 1546834 1573096 1574605 1590412 1593553 1611127 1616171 1620892 1655144 1657317 1664576 1674438 1680728 1697407 1700543 1721154 1747083 1765608 1766238 1768677 1775367 1795611 1799099 1817827 1831732 1831816 1834718 1844076 1850212 1852248 1868085 1872115 1908467 1924403 1936217 1951616 1951623 1954505 1967428 1968606 1975372 1979302 1982274 2003672 2019252 2058257 2079011 2088531 2089283 2097865 2142407 2179329 2182469 2188075 2191828 2199682 2200702 2230875 2239356
51657,160514 176232 182545 460754 477873 670738 848622 929611 935814 990369 1065025 1176805 1179746 1519640 1702660 1718553 1742208 1766214 1797805 1811077 1855180 1855594 1927581 1978114 1986236 1996512 2074486 2112892 2160197,8288 47940 281871 386979 455302 1355963 1358457 1372992 1443714 1503885 1557407 1668307 1688914 1968771 2116865 2252408
52319,241868 261213 266327 268607 468212 540258 663392 737604 768433 868365 871971 877016 1175275 1204664 1272319 1364184 1394058 1511447 1615262 1637094 1749989 1776705 1884685 1909899 1940499 1986859 2007043 2014947 2050333 2052648 2059934,18891 80185 115492 185019 398960 419244 445038 531181 593668 593863 696274 933155 1031137 1043219 1059140 1399083 1433254 1602026 1626805 1728515 2069453 2131429 2138256 2147310
52470,87386 442295 817211 886956 1137018 1472769 1563043 1563043,4576 1307209
52481,163780 352239 514411 588478 672824 744306 844085 886197 1375478 1584472 1636287 1655729 2026689 2032474,67476 298572 737755
53310,1165649,129416 178291 310826 626104 731402 856118 1010110 1026527 1336509 1534853 1590148 1840018
53963,151420 199849 302022 403961 433232 467401 474632 479149 849442 919592 991899 1055971 1240122 1250247 1250715 1423148 1423426 1478755 1509725 1534838 1583255 1615297 1635577 1710299 1780824 1781665 1867368 2016416,152206 253938 287068 298534 391748 399820 443527 445988 496732 554699 607543 612901 643929 848330 873424 993455 1010212 1031076 1032879 1092651 1199802 1249828 1289758 1293838 1359647 1402351 1405481 1475726 1483566 1580379 1581459 1593710 1630765 1634161 1661350 1762409 1763984 1766279 1826919 1831031 1844834 1898204 1902336 1918537 1919445 1960716 2008734 2060953 2118813 2155851
